species_key,scientific_name,canonical_scientific_name,common_name,order,family,genus,species_epithet,taxonomic_rank,marine,terrestrial,myanmar_distribution,global_distribution,conservation_status,myanmar_protection_status,identification_active,identification_level,taxonomy_notes,manual_review,source_dataset,source_url,source_year,current_mdd_scientific_name,mdd_match_status,taxonomy_enrichment_source
eonycteris_spelaea,Eonycteris spelaea,Eonycteris spelaea,Lesser Dawn Bat,Chiroptera,Pteropodidae,Eonycteris,spelaea,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Eonycteris spelaea,exact,ASM Mammal Diversity Database v2.5 (2026)
rousettus_amplexicaudatus,Rousettus amplexicaudatus,Rousettus amplexicaudatus,Geoffroy's Rousette,Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rousettus amplexicaudatus,exact,ASM Mammal Diversity Database v2.5 (2026)
pteropus_hypomelanus,Pteropus hypomelanus,Pteropus hypomelanus,Island Flying Fox,Chiroptera,Pteropodidae,Pteropus,hypomelanus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Pteropus hypomelanus,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_acuminatus,Rhinolophus acuminatus,Rhinolophus acuminatus,Acuminate Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,acuminatus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus acuminatus,exact,ASM Mammal Diversity Database v2.5 (2026)
macroglossus_sobrinus,Macroglossus sobrinus,Macroglossus sobrinus,Greater Long-tongued Blossom Bat,Chiroptera,Pteropodidae,Macroglossus,sobrinus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Macroglossus sobrinus,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_coelophyllus,Rhinolophus coelophyllus,Rhinolophus coelophyllus,Croslet Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,coelophyllus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus coelophyllus,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_marshalli,Rhinolophus marshalli,Rhinolophus marshalli,Marshall's Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,marshalli,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus marshalli,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_affinis,Rhinolophus affinis,Rhinolophus affinis,Intermediate Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,affinis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus affinis,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_lepidus,Rhinolophus lepidus,Rhinolophus lepidus,Blyth's Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,lepidus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus lepidus,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_macrotis,Rhinolophus macrotis,Rhinolophus macrotis,Big-eared Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,macrotis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus macrotis,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_microglobosus,Rhinolophus microglobosus,Rhinolophus microglobosus,Vietnamese Brown Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,microglobosus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus microglobosus,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_perniger,Rhinolophus perniger,Rhinolophus perniger,Northern Woolly Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,perniger,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus perniger,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_pearsonii,Rhinolophus pearsonii,Rhinolophus pearsonii,Pearson's Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,pearsonii,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus pearsonii,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_pusillus,Rhinolophus pusillus,Rhinolophus pusillus,Least Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,pusillus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus pusillus,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_malayanus,Rhinolophus malayanus,Rhinolophus malayanus,Malayan Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,malayanus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus malayanus,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_thomasi,Rhinolophus thomasi,Rhinolophus thomasi,Thomas's Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,thomasi,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus thomasi,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_rouxii,Rhinolophus rouxii,Rhinolophus rouxii,Indian Rufous Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,rouxii,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus rouxii,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_shortridgei,Rhinolophus shortridgei,Rhinolophus shortridgei,Shortridge's Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,shortridgei,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus shortridgei,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_subbadius,Rhinolophus subbadius,Rhinolophus subbadius,Little Nepalese Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,subbadius,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus subbadius,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_rex,Rhinolophus rex,Rhinolophus rex,King Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,rex,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus rex,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_thailandensis,Rhinolophus thailandensis,Rhinolophus thailandensis,Thailand Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,thailandensis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus thailandensis,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_stheno,Rhinolophus stheno,Rhinolophus stheno,Lesser Brown Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,stheno,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus stheno,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_sinicus,Rhinolophus sinicus,Rhinolophus sinicus,Chinese Rufous Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,sinicus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus sinicus,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_yunanensis,Rhinolophus yunanensis,Rhinolophus yunanensis,Dobson's Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,yunanensis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus yunanensis,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_trifoliatus,Rhinolophus trifoliatus,Rhinolophus trifoliatus,Trefoil Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,trifoliatus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus trifoliatus,exact,ASM Mammal Diversity Database v2.5 (2026)
rhinolophus_shameli,Rhinolophus shameli,Rhinolophus shameli,Shamel's Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,shameli,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rhinolophus shameli,exact,ASM Mammal Diversity Database v2.5 (2026)
aselliscus_stoliczkanus,Aselliscus stoliczkanus,Aselliscus stoliczkanus,Stoliczka's Trident Roundleaf Bat,Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Aselliscus stoliczkanus,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_armiger,Hipposideros armiger,Hipposideros armiger,Great Himalayan Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,armiger,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros armiger,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_bicolor,Hipposideros bicolor,Hipposideros bicolor,Bicolored Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,bicolor,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros bicolor,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_grandis,Hipposideros grandis,Hipposideros grandis,Grand Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,grandis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros grandis,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_einnaythu,Hipposideros einnaythu,Hipposideros einnaythu,House-dwelling Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,einnaythu,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros einnaythu,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_galeritus,Hipposideros galeritus,Hipposideros galeritus,Cantor's Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,galeritus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros galeritus,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_gentilis,Hipposideros gentilis,Hipposideros gentilis,Andersen's Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,gentilis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros gentilis,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_cineraceus,Hipposideros cineraceus,Hipposideros cineraceus,Least Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,cineraceus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros cineraceus,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_diadema,Hipposideros diadema,Hipposideros diadema,Diadem Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,diadema,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros diadema,exact,ASM Mammal Diversity Database v2.5 (2026)
coelops_frithii,Coelops frithii,Coelops frithii,East Asian Tailless Roundleaf Bat,Chiroptera,Hipposideridae,Coelops,frithii,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Coelops frithii,exact,ASM Mammal Diversity Database v2.5 (2026)
megaderma_spasma,Megaderma spasma,Megaderma spasma,Lesser Asian False-vampire,Chiroptera,Megadermatidae,Megaderma,spasma,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Megaderma spasma,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_lankadiva,Hipposideros lankadiva,Hipposideros lankadiva,Indian Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,lankadiva,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros lankadiva,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_lylei,Hipposideros lylei,Hipposideros lylei,Shield-faced Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,lylei,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros lylei,exact,ASM Mammal Diversity Database v2.5 (2026)
lyroderma_lyra,Lyroderma lyra,Lyroderma lyra,Indian Greater False-vampire,Chiroptera,Megadermatidae,Lyroderma,lyra,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Lyroderma lyra,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_pratti,Hipposideros pratti,Hipposideros pratti,,Chiroptera,Hipposideridae,Hipposideros,pratti,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,,genus_family_only,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_speoris,Hipposideros speoris,Hipposideros speoris,Schneider's Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,speoris,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros speoris,exact,ASM Mammal Diversity Database v2.5 (2026)
craseonycteris_thonglongyai,Craseonycteris thonglongyai,Craseonycteris thonglongyai,Kitti's Hog-nosed Bat,Chiroptera,Craseonycteridae,Craseonycteris,thonglongyai,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Craseonycteris thonglongyai,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_pomona,Hipposideros pomona,Hipposideros pomona,Pomona Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,pomona,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros pomona,exact,ASM Mammal Diversity Database v2.5 (2026)
hipposideros_larvatus,Hipposideros larvatus,Hipposideros larvatus,Horsfield's Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,larvatus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hipposideros larvatus,exact,ASM Mammal Diversity Database v2.5 (2026)
miniopterus_magnater,Miniopterus magnater,Miniopterus magnater,Large Long-fingered Bat,Chiroptera,Miniopteridae,Miniopterus,magnater,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Miniopterus magnater,exact,ASM Mammal Diversity Database v2.5 (2026)
mops_plicatus,Mops plicatus,Mops plicatus,Wrinkle-lipped Free-tailed Bat,Chiroptera,Molossidae,Mops,plicatus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Mops plicatus,exact,ASM Mammal Diversity Database v2.5 (2026)
saccolaimus_saccolaimus,Saccolaimus saccolaimus,Saccolaimus saccolaimus,Bare-rumped Sheath-tailed Bat,Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Saccolaimus saccolaimus,exact,ASM Mammal Diversity Database v2.5 (2026)
emballonura_monticola,Emballonura monticola,Emballonura monticola,Lesser Sheath-tailed Bat,Chiroptera,Emballonuridae,Emballonura,monticola,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Emballonura monticola,exact,ASM Mammal Diversity Database v2.5 (2026)
taphozous_longimanus,Taphozous longimanus,Taphozous longimanus,Long-winged Sheath-tailed Bat,Chiroptera,Emballonuridae,Taphozous,longimanus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Taphozous longimanus,exact,ASM Mammal Diversity Database v2.5 (2026)
taphozous_melanopogon,Taphozous melanopogon,Taphozous melanopogon,Black-bearded Tomb Bat,Chiroptera,Emballonuridae,Taphozous,melanopogon,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Taphozous melanopogon,exact,ASM Mammal Diversity Database v2.5 (2026)
taphozous_theobaldi,Taphozous theobaldi,Taphozous theobaldi,Theobald's Tomb Bat,Chiroptera,Emballonuridae,Taphozous,theobaldi,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Taphozous theobaldi,exact,ASM Mammal Diversity Database v2.5 (2026)
tadarida_teniotis,Tadarida teniotis,Tadarida teniotis,European Free-tailed Bat,Chiroptera,Molossidae,Tadarida,teniotis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Tadarida teniotis,exact,ASM Mammal Diversity Database v2.5 (2026)
nycteris_tragata,Nycteris tragata,Nycteris tragata,Malayan Slit-faced Bat,Chiroptera,Nycteridae,Nycteris,tragata,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Nycteris tragata,exact,ASM Mammal Diversity Database v2.5 (2026)
taphozous_nudiventris,Taphozous nudiventris,Taphozous nudiventris,Naked-rumped Tomb Bat,Chiroptera,Emballonuridae,Taphozous,nudiventris,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Taphozous nudiventris,exact,ASM Mammal Diversity Database v2.5 (2026)
miniopterus_fuliginosus,Miniopterus fuliginosus,Miniopterus fuliginosus,Asian Long-fingered Bat,Chiroptera,Miniopteridae,Miniopterus,fuliginosus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Miniopterus fuliginosus,exact,ASM Mammal Diversity Database v2.5 (2026)
hypsugo_affinis,Hypsugo affinis,Hypsugo affinis,Chocolate Pipistrelle,Chiroptera,Vespertilionidae,Hypsugo,affinis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hypsugo affinis,exact,ASM Mammal Diversity Database v2.5 (2026)
hypsugo_cadornae,Hypsugo cadornae,Hypsugo cadornae,Cadorna's Pipistrelle,Chiroptera,Vespertilionidae,Hypsugo,cadornae,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hypsugo cadornae,exact,ASM Mammal Diversity Database v2.5 (2026)
arielulus_circumdatus,Arielulus circumdatus,Arielulus circumdatus,Bronze Sprite,Chiroptera,Vespertilionidae,Arielulus,circumdatus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Arielulus circumdatus,exact,ASM Mammal Diversity Database v2.5 (2026)
eptesicus_pachyotis,Eptesicus pachyotis,Eptesicus pachyotis,,Chiroptera,Vespertilionidae,Eptesicus,pachyotis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,,genus_family_only,ASM Mammal Diversity Database v2.5 (2026)
glischropus_bucephalus,Glischropus bucephalus,Glischropus bucephalus,Indochinese Thick-thumbed Bat,Chiroptera,Vespertilionidae,Glischropus,bucephalus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Glischropus bucephalus,exact,ASM Mammal Diversity Database v2.5 (2026)
hypsugo_dolichodon,Hypsugo dolichodon,Hypsugo dolichodon,Long-toothed Pipistrelle,Chiroptera,Vespertilionidae,Hypsugo,dolichodon,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hypsugo dolichodon,exact,ASM Mammal Diversity Database v2.5 (2026)
miniopterus_pusillus,Miniopterus pusillus,Miniopterus pusillus,Small Long-fingered Bat,Chiroptera,Miniopteridae,Miniopterus,pusillus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Miniopterus pusillus,exact,ASM Mammal Diversity Database v2.5 (2026)
hesperoptenus_tickelli,Hesperoptenus tickelli,Hesperoptenus tickelli,Tickell's False Serotine,Chiroptera,Vespertilionidae,Hesperoptenus,tickelli,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hesperoptenus tickelli,exact,ASM Mammal Diversity Database v2.5 (2026)
hesperoptenus_blanfordi,Hesperoptenus blanfordi,Hesperoptenus blanfordi,Blanford's False Serotine,Chiroptera,Vespertilionidae,Hesperoptenus,blanfordi,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hesperoptenus blanfordi,exact,ASM Mammal Diversity Database v2.5 (2026)
hypsugo_lophurus,Hypsugo lophurus,Hypsugo lophurus,Burmese Pipistrelle,Chiroptera,Vespertilionidae,Hypsugo,lophurus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hypsugo lophurus,exact,ASM Mammal Diversity Database v2.5 (2026)
pipistrellus_abramus,Pipistrellus abramus,Pipistrellus abramus,,Chiroptera,Vespertilionidae,Pipistrellus,abramus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,,genus_family_only,ASM Mammal Diversity Database v2.5 (2026)
pipistrellus_ceylonicus,Pipistrellus ceylonicus,Pipistrellus ceylonicus,,Chiroptera,Vespertilionidae,Pipistrellus,ceylonicus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,,genus_family_only,ASM Mammal Diversity Database v2.5 (2026)
nyctalus_noctula,Nyctalus noctula,Nyctalus noctula,Common Noctule,Chiroptera,Vespertilionidae,Nyctalus,noctula,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Nyctalus noctula,exact,ASM Mammal Diversity Database v2.5 (2026)
pipistrellus_javanicus,Pipistrellus javanicus,Pipistrellus javanicus,,Chiroptera,Vespertilionidae,Pipistrellus,javanicus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,,genus_family_only,ASM Mammal Diversity Database v2.5 (2026)
pipistrellus_coromandra,Pipistrellus coromandra,Pipistrellus coromandra,,Chiroptera,Vespertilionidae,Pipistrellus,coromandra,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,,genus_family_only,ASM Mammal Diversity Database v2.5 (2026)
ia_io,Ia io,Ia io,Great Evening Bat,Chiroptera,Vespertilionidae,Ia,io,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Ia io,exact,ASM Mammal Diversity Database v2.5 (2026)
